Date.Time..EDT.,Ch..1...Temperature.....C.,logger
8/22/23 10:50,24.41,1
8/22/23 10:55,24.24,1
8/22/23 11:00,24.28,1
8/22/23 11:05,23.89,1
8/22/23 11:10,24.11,1
8/22/23 11:15,23.98,1
8/22/23 11:20,24.06,1
8/22/23 11:25,24.11,1
8/22/23 11:30,24.28,1
8/22/23 11:35,24.41,1
8/22/23 11:40,24.79,1
8/22/23 11:45,24.88,1
8/22/23 11:50,25.01,1
8/22/23 11:55,24.84,1
8/22/23 12:00,24.79,1
8/22/23 12:05,25.22,1
8/22/23 12:10,24.88,1
8/22/23 12:15,24.88,1
8/22/23 12:20,24.75,1
8/22/23 12:25,24.66,1
8/22/23 12:30,24.58,1
8/22/23 12:35,24.49,1
8/22/23 12:40,24.49,1
8/22/23 12:45,24.15,1
8/22/23 12:50,24.11,1
8/22/23 12:55,23.64,1
8/22/23 13:00,23.51,1
8/22/23 13:05,23.46,1
8/22/23 13:10,23.59,1
8/22/23 13:15,23.59,1
8/22/23 13:20,23.72,1
8/22/23 13:25,23.76,1
8/22/23 13:30,23.98,1
8/22/23 13:35,24.06,1
8/22/23 13:40,24.24,1
8/22/23 13:45,24.54,1
8/22/23 13:50,24.62,1
8/22/23 13:55,25.01,1
8/22/23 14:00,25.14,1
8/22/23 14:05,24.97,1
8/22/23 14:10,24.79,1
8/22/23 14:15,24.92,1
8/22/23 14:20,24.84,1
8/22/23 14:25,25.05,1
8/22/23 14:30,24.88,1
8/22/23 14:35,24.88,1
8/22/23 14:40,25.09,1
8/22/23 14:45,25.27,1
8/22/23 14:50,25.22,1
8/22/23 14:55,25.05,1
8/22/23 15:00,24.88,1
8/22/23 15:05,25.01,1
8/22/23 15:10,25.14,1
8/22/23 15:15,24.97,1
8/22/23 15:20,24.71,1
8/22/23 15:25,24.92,1
8/22/23 15:30,25.14,1
8/22/23 15:35,25.22,1
8/22/23 15:40,25.35,1
8/22/23 15:45,25.35,1
8/22/23 15:50,25.27,1
8/22/23 15:55,25.18,1
8/22/23 16:00,25.01,1
8/22/23 16:05,24.92,1
8/22/23 16:10,25.18,1
8/22/23 16:15,25.09,1
8/22/23 16:20,25.09,1
8/22/23 16:25,24.97,1
8/22/23 16:30,25.01,1
8/22/23 16:35,24.75,1
8/22/23 16:40,24.71,1
8/22/23 16:45,25.01,1
8/22/23 16:50,24.84,1
8/22/23 16:55,24.92,1
8/22/23 17:00,24.97,1
8/22/23 17:05,25.01,1
8/22/23 17:10,24.79,1
8/22/23 17:15,24.84,1
8/22/23 17:20,24.88,1
8/22/23 17:25,25.01,1
8/22/23 17:30,24.62,1
8/22/23 17:35,24.62,1
8/22/23 17:40,24.58,1
8/22/23 17:45,24.58,1
8/22/23 17:50,24.36,1
8/22/23 17:55,24.45,1
8/22/23 18:00,24.15,1
8/22/23 18:05,23.76,1
8/22/23 18:10,23.68,1
8/22/23 18:15,23.25,1
8/22/23 18:20,22.86,1
8/22/23 18:25,22.82,1
8/22/23 18:30,22.82,1
8/22/23 18:35,22.82,1
8/22/23 18:40,22.73,1
8/22/23 18:45,22.61,1
8/22/23 18:50,22.22,1
8/22/23 18:55,21.7,1
8/22/23 19:00,21.1,1
8/22/23 19:05,20.68,1
8/22/23 19:10,20.16,1
8/22/23 19:15,19.69,1
8/22/23 19:20,19.13,1
8/22/23 19:25,18.7,1
8/22/23 19:30,18.32,1
8/22/23 19:35,17.93,1
8/22/23 19:40,17.59,1
8/22/23 19:45,17.41,1
8/22/23 19:50,17.5,1
8/22/23 19:55,17.63,1
8/22/23 20:00,17.59,1
8/22/23 20:05,17.59,1
8/22/23 20:10,17.5,1
8/22/23 20:15,17.46,1
8/22/23 20:20,17.37,1
8/22/23 20:25,17.16,1
8/22/23 20:30,17.07,1
8/22/23 20:35,17.03,1
8/22/23 20:40,16.69,1
8/22/23 20:45,16.43,1
8/22/23 20:50,16.34,1
8/22/23 20:55,16.34,1
8/22/23 21:00,16.17,1
8/22/23 21:05,16.04,1
8/22/23 21:10,15.87,1
8/22/23 21:15,15.53,1
8/22/23 21:20,15.44,1
8/22/23 21:25,15.4,1
8/22/23 21:30,15.57,1
8/22/23 21:35,15.53,1
8/22/23 21:40,15.27,1
8/22/23 21:45,15.01,1
8/22/23 21:50,14.8,1
8/22/23 21:55,14.63,1
8/22/23 22:00,14.45,1
8/22/23 22:05,14.15,1
8/22/23 22:10,13.94,1
8/22/23 22:15,13.77,1
8/22/23 22:20,13.73,1
8/22/23 22:25,13.64,1
8/22/23 22:30,13.55,1
8/22/23 22:35,13.55,1
8/22/23 22:40,13.6,1
8/22/23 22:45,13.55,1
8/22/23 22:50,13.51,1
8/22/23 22:55,13.6,1
8/22/23 23:00,13.64,1
8/22/23 23:05,13.6,1
8/22/23 23:10,13.55,1
8/22/23 23:15,13.68,1
8/22/23 23:20,13.51,1
8/22/23 23:25,13.34,1
8/22/23 23:30,13.34,1
8/22/23 23:35,13.43,1
8/22/23 23:40,13.38,1
8/22/23 23:45,13.25,1
8/22/23 23:50,13.3,1
8/22/23 23:55,13.51,1
8/23/23 0:00,13.51,1
8/23/23 0:05,13.47,1
8/23/23 0:10,13.43,1
8/23/23 0:15,13.3,1
8/23/23 0:20,13.21,1
8/23/23 0:25,13.12,1
8/23/23 0:30,13.12,1
8/23/23 0:35,13.08,1
8/23/23 0:40,12.87,1
8/23/23 0:45,12.78,1
8/23/23 0:50,12.74,1
8/23/23 0:55,12.65,1
8/23/23 1:00,12.52,1
8/23/23 1:05,12.61,1
8/23/23 1:10,12.61,1
8/23/23 1:15,12.57,1
8/23/23 1:20,12.48,1
8/23/23 1:25,12.61,1
8/23/23 1:30,12.61,1
8/23/23 1:35,12.61,1
8/23/23 1:40,12.52,1
8/23/23 1:45,12.48,1
8/23/23 1:50,12.61,1
8/23/23 1:55,12.57,1
8/23/23 2:00,12.52,1
8/23/23 2:05,12.44,1
8/23/23 2:10,12.31,1
8/23/23 2:15,12.31,1
8/23/23 2:20,12.22,1
8/23/23 2:25,12.22,1
8/23/23 2:30,12.18,1
8/23/23 2:35,12.05,1
8/23/23 2:40,12.05,1
8/23/23 2:45,12.05,1
8/23/23 2:50,12.05,1
8/23/23 2:55,12.01,1
8/23/23 3:00,11.97,1
8/23/23 3:05,11.97,1
8/23/23 3:10,11.92,1
8/23/23 3:15,11.84,1
8/23/23 3:20,11.75,1
8/23/23 3:25,11.62,1
8/23/23 3:30,11.62,1
8/23/23 3:35,11.58,1
8/23/23 3:40,11.62,1
8/23/23 3:45,11.41,1
8/23/23 3:50,11.41,1
8/23/23 3:55,11.19,1
8/23/23 4:00,11.11,1
8/23/23 4:05,11.15,1
8/23/23 4:10,11.07,1
8/23/23 4:15,11.02,1
8/23/23 4:20,10.94,1
8/23/23 4:25,10.98,1
8/23/23 4:30,11.07,1
8/23/23 4:35,11.07,1
8/23/23 4:40,10.98,1
8/23/23 4:45,10.98,1
8/23/23 4:50,10.94,1
8/23/23 4:55,10.94,1
8/23/23 5:00,11.02,1
8/23/23 5:05,11.07,1
8/23/23 5:10,11.02,1
8/23/23 5:15,10.94,1
8/23/23 5:20,10.85,1
8/23/23 5:25,10.72,1
8/23/23 5:30,10.68,1
8/23/23 5:35,10.55,1
8/23/23 5:40,10.38,1
8/23/23 5:45,10.34,1
8/23/23 5:50,10.51,1
8/23/23 5:55,10.64,1
8/23/23 6:00,10.64,1
8/23/23 6:05,10.59,1
8/23/23 6:10,10.55,1
8/23/23 6:15,10.64,1
8/23/23 6:20,10.64,1
8/23/23 6:25,10.85,1
8/23/23 6:30,11.19,1
8/23/23 6:35,11.54,1
8/23/23 6:40,11.92,1
8/23/23 6:45,12.27,1
8/23/23 6:50,12.65,1
8/23/23 6:55,13.04,1
8/23/23 7:00,13.6,1
8/23/23 7:05,14.11,1
8/23/23 7:10,14.58,1
8/23/23 7:15,15.14,1
8/23/23 7:20,15.57,1
8/23/23 7:25,16,1
8/23/23 7:30,16.69,1
8/23/23 7:35,17.16,1
8/23/23 7:40,17.63,1
8/23/23 7:45,18.27,1
8/23/23 7:50,18.87,1
8/23/23 7:55,19.73,1
8/23/23 8:00,20.72,1
8/23/23 8:05,21.32,1
8/23/23 8:10,22.01,1
8/23/23 8:15,22.82,1
8/23/23 8:20,23.38,1
8/23/23 8:25,23.68,1
8/23/23 8:30,23.76,1
8/23/23 8:35,23.59,1
8/23/23 8:40,22.82,1
8/23/23 8:45,22.82,1
8/23/23 8:50,23.81,1
8/23/23 8:55,23.42,1
8/23/23 9:00,23.68,1
8/23/23 9:05,24.11,1
8/23/23 9:10,24.41,1
8/23/23 9:15,24.15,1
8/23/23 9:20,24.58,1
8/23/23 9:25,25.35,1
8/23/23 9:30,24.41,1
8/23/23 9:35,23.72,1
8/23/23 9:40,23.46,1
8/23/23 9:45,24.02,1
8/23/23 9:50,24.79,1
8/23/23 9:55,24.71,1
8/23/23 10:00,24.32,1
8/23/23 10:05,24.36,1
8/23/23 10:10,25.14,1
8/23/23 10:15,24.79,1
8/23/23 10:20,25.78,1
8/23/23 10:25,25.44,1
8/23/23 10:30,26.04,1
8/23/23 10:35,25.14,1
8/23/23 10:40,24.71,1
8/23/23 10:45,24.54,1
8/23/23 10:50,24.92,1
8/23/23 10:55,24.66,1
8/23/23 11:00,25.01,1
8/23/23 11:05,25.91,1
8/23/23 11:10,25.99,1
8/23/23 11:15,25.91,1
8/23/23 11:20,25.99,1
8/23/23 11:25,25.99,1
8/23/23 11:30,25.95,1
8/23/23 11:35,26.17,1
8/23/23 11:40,26.77,1
8/23/23 11:45,26.34,1
8/23/23 11:50,26.38,1
8/23/23 11:55,26.47,1
8/23/23 12:00,26.6,1
8/23/23 12:05,26.55,1
8/23/23 12:10,26.55,1
8/23/23 12:15,26.21,1
8/23/23 12:20,26.3,1
8/23/23 12:25,26.47,1
8/23/23 12:30,26.77,1
8/23/23 12:35,26.94,1
8/23/23 12:40,26.51,1
8/23/23 12:45,25.78,1
8/23/23 12:50,25.95,1
8/23/23 12:55,26.08,1
8/23/23 13:00,26.17,1
8/23/23 13:05,26.08,1
8/23/23 13:10,26.12,1
8/23/23 13:15,26.47,1
8/23/23 13:20,26.55,1
8/23/23 13:25,26.77,1
8/23/23 13:30,27.11,1
8/23/23 13:35,26.64,1
8/23/23 13:40,26.64,1
8/23/23 13:45,26.81,1
8/23/23 13:50,26.64,1
8/23/23 13:55,26.9,1
8/23/23 14:00,26.81,1
8/23/23 14:05,26.98,1
8/23/23 14:10,27.15,1
8/23/23 14:15,27.5,1
8/23/23 14:20,28.14,1
8/23/23 14:25,28.35,1
8/23/23 14:30,27.84,1
8/23/23 14:35,27.58,1
8/23/23 14:40,27.67,1
8/23/23 14:45,28.01,1
8/23/23 14:50,28.18,1
8/23/23 14:55,28.1,1
8/23/23 15:00,28.61,1
8/23/23 15:05,29.13,1
8/23/23 15:10,28.61,1
8/23/23 15:15,28.53,1
8/23/23 15:20,28.91,1
8/23/23 15:25,29.04,1
8/23/23 15:30,28.74,1
8/23/23 15:35,28.44,1
8/23/23 15:40,28.27,1
8/23/23 15:45,28.14,1
8/23/23 15:50,28.65,1
8/23/23 15:55,28.91,1
8/23/23 16:00,28.53,1
8/23/23 16:05,28.65,1
8/23/23 16:10,29.08,1
8/23/23 16:15,29.34,1
8/23/23 16:20,29.26,1
8/23/23 16:25,29.64,1
8/23/23 16:30,29.98,1
8/23/23 16:35,30.07,1
8/23/23 16:40,30.37,1
8/23/23 16:45,30.16,1
8/23/23 16:50,29.9,1
8/23/23 16:55,29.56,1
8/23/23 17:00,29.6,1
8/23/23 17:05,29.9,1
8/23/23 17:10,29.81,1
8/23/23 17:15,30.11,1
8/23/23 17:20,29.94,1
8/23/23 17:25,29.51,1
8/23/23 17:30,29.21,1
8/23/23 17:35,28.83,1
8/23/23 17:40,28.53,1
8/23/23 17:45,28.57,1
8/23/23 17:50,28.4,1
8/23/23 17:55,28.27,1
8/23/23 18:00,28.31,1
8/23/23 18:05,28.35,1
8/23/23 18:10,28.23,1
8/23/23 18:15,28.05,1
8/23/23 18:20,27.93,1
8/23/23 18:25,27.84,1
8/23/23 18:30,27.58,1
8/23/23 18:35,27.28,1
8/23/23 18:40,26.81,1
8/23/23 18:45,26.38,1
8/23/23 18:50,25.95,1
8/23/23 18:55,25.31,1
8/23/23 19:00,24.66,1
8/23/23 19:05,24.06,1
8/23/23 19:10,23.51,1
8/23/23 19:15,22.99,1
8/23/23 19:17,NA,1
8/23/23 19:20,22.31,1
8/23/23 19:25,21.58,1
8/23/23 19:30,20.93,1
8/23/23 19:35,20.29,1
8/23/23 19:40,19.77,1
8/23/23 19:45,19.26,1
8/23/23 19:50,18.79,1
8/23/23 19:55,18.36,1
8/23/23 20:00,18.02,1
8/23/23 20:05,17.8,1
8/23/23 20:10,17.54,1
8/23/23 20:15,17.2,1
8/23/23 20:20,17.03,1
8/23/23 20:25,16.81,1
8/23/23 20:30,16.56,1
8/23/23 20:35,16.34,1
8/23/23 20:40,16.08,1
8/23/23 20:45,15.96,1
8/23/23 20:50,15.83,1
8/23/23 20:55,15.83,1
8/23/23 21:00,15.78,1
8/23/23 21:05,15.74,1
8/23/23 21:10,15.7,1
8/23/23 21:15,15.66,1
8/23/23 21:20,15.57,1
8/23/23 21:25,15.53,1
8/23/23 21:30,15.53,1
8/23/23 21:35,15.53,1
8/23/23 21:40,15.4,1
8/23/23 21:45,15.36,1
8/23/23 21:50,15.31,1
8/23/23 21:55,15.27,1
8/23/23 22:00,15.27,1
8/23/23 22:05,15.18,1
8/23/23 22:10,15.18,1
8/23/23 22:15,15.14,1
8/23/23 22:20,15.01,1
8/23/23 22:25,14.88,1
8/23/23 22:30,14.75,1
8/23/23 22:35,14.67,1
8/23/23 22:40,14.58,1
8/23/23 22:45,14.54,1
8/23/23 22:50,14.54,1
8/23/23 22:55,14.5,1
8/23/23 23:00,14.54,1
8/23/23 23:05,14.37,1
8/23/23 23:10,14.07,1
8/23/23 23:15,13.94,1
8/23/23 23:20,13.9,1
8/23/23 23:25,14.03,1
8/23/23 23:30,14.07,1
8/23/23 23:35,14.07,1
8/23/23 23:40,13.9,1
8/23/23 23:45,13.77,1
8/23/23 23:50,13.73,1
8/23/23 23:55,13.73,1
8/24/23 0:00,13.68,1
8/24/23 0:05,13.68,1
8/24/23 0:10,13.77,1
8/24/23 0:15,13.81,1
8/24/23 0:20,13.81,1
8/24/23 0:25,13.73,1
8/24/23 0:30,13.68,1
8/24/23 0:35,13.64,1
8/24/23 0:40,13.6,1
8/24/23 0:45,13.55,1
8/24/23 0:50,13.55,1
8/24/23 0:55,13.47,1
8/24/23 1:00,13.38,1
8/24/23 1:05,13.17,1
8/24/23 1:10,12.91,1
8/24/23 1:15,12.7,1
8/24/23 1:20,12.7,1
8/24/23 1:25,12.7,1
8/24/23 1:30,12.61,1
8/24/23 1:35,12.52,1
8/24/23 1:40,12.48,1
8/24/23 1:45,12.4,1
8/24/23 1:50,12.31,1
8/24/23 1:55,12.18,1
8/24/23 2:00,12.14,1
8/24/23 2:05,12.1,1
8/24/23 2:10,12.05,1
8/24/23 2:15,12.18,1
8/24/23 2:20,12.18,1
8/24/23 2:25,12.22,1
8/24/23 2:30,12.18,1
8/24/23 2:35,12.18,1
8/24/23 2:40,12.1,1
8/24/23 2:45,11.88,1
8/24/23 2:50,11.71,1
8/24/23 2:55,11.58,1
8/24/23 3:00,11.49,1
8/24/23 3:05,11.58,1
8/24/23 3:10,11.54,1
8/24/23 3:15,11.49,1
8/24/23 3:20,11.45,1
8/24/23 3:25,11.41,1
8/24/23 3:30,11.32,1
8/24/23 3:35,11.24,1
8/24/23 3:40,11.24,1
8/24/23 3:45,11.19,1
8/24/23 3:50,11.19,1
8/24/23 3:55,11.28,1
8/24/23 4:00,11.32,1
8/24/23 4:05,11.37,1
8/24/23 4:10,11.28,1
8/24/23 4:15,11.11,1
8/24/23 4:20,10.98,1
8/24/23 4:25,10.94,1
8/24/23 4:30,10.94,1
8/24/23 4:35,10.98,1
8/24/23 4:40,11.07,1
8/24/23 4:45,10.98,1
8/24/23 4:50,10.94,1
8/24/23 4:55,10.85,1
8/24/23 5:00,10.89,1
8/24/23 5:05,10.85,1
8/24/23 5:10,10.85,1
8/24/23 5:15,10.77,1
8/24/23 5:20,10.68,1
8/24/23 5:25,10.59,1
8/24/23 5:30,10.59,1
8/24/23 5:35,10.55,1
8/24/23 5:40,10.51,1
8/24/23 5:45,10.59,1
8/24/23 5:50,10.64,1
8/24/23 5:55,10.68,1
8/24/23 6:00,10.64,1
8/24/23 6:05,10.51,1
8/24/23 6:10,10.34,1
8/24/23 6:15,10.25,1
8/24/23 6:20,10.21,1
8/24/23 6:25,10.42,1
8/24/23 6:30,10.94,1
8/24/23 6:35,11.28,1
8/24/23 6:40,11.58,1
8/24/23 6:45,11.97,1
8/24/23 6:50,12.44,1
8/24/23 6:55,12.95,1
8/24/23 7:00,13.38,1
8/24/23 7:05,13.94,1
8/24/23 7:10,14.54,1
8/24/23 7:15,15.18,1
8/24/23 7:20,15.87,1
8/24/23 7:25,16.17,1
8/24/23 7:30,16.69,1
8/24/23 7:35,17.72,1
8/24/23 7:40,18.49,1
8/24/23 7:45,19.17,1
8/24/23 7:50,19.86,1
8/24/23 7:55,20.72,1
8/24/23 8:00,21.32,1
8/24/23 8:05,22.05,1
8/24/23 8:10,22.52,1
8/24/23 8:15,23.03,1
8/24/23 8:20,23.59,1
8/24/23 8:25,23.59,1
8/24/23 8:30,23.81,1
8/24/23 8:35,24.15,1
8/24/23 8:40,24.32,1
8/24/23 8:45,24.66,1
8/24/23 8:50,24.92,1
8/24/23 8:55,24.92,1
8/24/23 9:00,25.18,1
8/24/23 9:05,25.48,1
8/24/23 9:10,26.17,1
8/24/23 9:15,26.34,1
8/24/23 9:20,26.3,1
8/24/23 9:25,26.68,1
8/24/23 9:30,26.94,1
8/24/23 9:35,26.64,1
8/24/23 9:40,26.94,1
8/24/23 9:45,27.5,1
8/24/23 9:50,27.58,1
8/24/23 9:55,27.71,1
8/24/23 10:00,28.14,1
8/24/23 10:05,28.01,1
8/24/23 10:10,27.63,1
8/24/23 10:15,27.45,1
8/24/23 10:20,27.41,1
8/24/23 10:25,27.45,1
8/24/23 10:30,27.88,1
8/24/23 10:35,27.88,1
8/24/23 10:40,27.8,1
8/24/23 10:45,26.98,1
8/24/23 10:50,27.24,1
8/24/23 10:55,27.5,1
8/24/23 11:00,27.88,1
8/24/23 11:05,27.93,1
8/24/23 11:10,28.1,1
8/24/23 11:15,28.01,1
8/24/23 11:20,27.75,1
8/24/23 11:25,27.54,1
8/24/23 11:30,26.98,1
8/24/23 11:35,26.72,1
8/24/23 11:40,26.94,1
8/24/23 11:45,27.37,1
8/24/23 11:50,27.28,1
8/24/23 11:55,27.15,1
8/24/23 12:00,26.68,1
8/24/23 12:05,26.68,1
8/24/23 12:10,27.15,1
8/24/23 12:15,27.37,1
8/24/23 12:20,27.2,1
8/24/23 12:25,27.54,1
8/24/23 12:30,27.71,1
8/24/23 12:35,27.8,1
8/24/23 12:40,27.71,1
8/24/23 12:45,27.24,1
8/24/23 12:50,27.28,1
8/24/23 12:55,27.15,1
8/24/23 13:00,27.15,1
8/24/23 13:05,27.63,1
8/24/23 13:10,27.32,1
8/24/23 13:15,27.8,1
8/24/23 13:20,27.84,1
8/24/23 13:25,27.54,1
8/24/23 13:30,27.63,1
8/24/23 13:35,27.5,1
8/24/23 13:40,27.41,1
8/24/23 13:45,27.5,1
8/24/23 13:50,27.88,1
8/24/23 13:55,28.4,1
8/24/23 14:00,28.53,1
8/24/23 14:05,27.88,1
8/24/23 14:10,27.8,1
8/24/23 14:15,27.97,1
8/24/23 14:20,27.37,1
8/24/23 14:25,27.2,1
8/24/23 14:30,27.32,1
8/24/23 14:35,26.85,1
8/24/23 14:40,26.25,1
8/24/23 14:45,25.99,1
8/24/23 14:50,26.08,1
8/24/23 14:55,25.78,1
8/24/23 15:00,26.04,1
8/24/23 15:05,25.82,1
8/24/23 15:10,25.48,1
8/24/23 15:15,25.14,1
8/24/23 15:20,24.75,1
8/24/23 15:25,24.19,1
8/24/23 15:30,23.81,1
8/24/23 15:35,23.51,1
8/24/23 15:40,23.08,1
8/24/23 15:45,22.86,1
8/24/23 15:50,22.65,1
8/24/23 15:55,22.56,1
8/24/23 16:00,22.31,1
8/24/23 16:05,22.22,1
8/24/23 16:10,22.09,1
8/24/23 16:15,22.01,1
8/24/23 16:20,21.92,1
8/24/23 16:25,21.88,1
8/24/23 16:30,21.83,1
8/24/23 16:35,21.75,1
8/24/23 16:40,21.66,1
8/24/23 16:45,21.58,1
8/24/23 16:50,21.4,1
8/24/23 16:55,21.36,1
8/24/23 17:00,21.32,1
8/24/23 17:05,21.36,1
8/24/23 17:10,21.28,1
8/24/23 17:15,21.23,1
8/24/23 17:20,21.1,1
8/24/23 17:25,21.06,1
8/24/23 17:30,20.98,1
8/24/23 17:35,20.93,1
8/24/23 17:40,20.8,1
8/24/23 17:45,20.55,1
8/24/23 17:50,20.5,1
8/24/23 17:55,20.42,1
8/24/23 18:00,20.37,1
8/24/23 18:05,20.29,1
8/24/23 18:10,20.29,1
8/24/23 18:15,20.2,1
8/24/23 18:20,20.12,1
8/24/23 18:25,19.95,1
8/24/23 18:30,19.65,1
8/24/23 18:35,19.22,1
8/24/23 18:40,18.92,1
8/24/23 18:45,18.57,1
8/24/23 18:50,18.27,1
8/24/23 18:55,17.93,1
8/24/23 19:00,17.63,1
8/24/23 19:05,17.41,1
8/24/23 19:10,17.16,1
8/24/23 19:15,16.99,1
8/24/23 19:20,16.9,1
8/24/23 19:25,16.77,1
8/24/23 19:30,16.69,1
8/24/23 19:35,16.6,1
8/24/23 19:40,16.6,1
8/24/23 19:45,16.51,1
8/24/23 19:50,16.47,1
8/24/23 19:55,16.47,1
8/24/23 20:00,16.43,1
8/24/23 20:05,16.43,1
8/24/23 20:10,16.43,1
8/24/23 20:15,16.47,1
8/24/23 20:20,16.47,1
8/24/23 20:25,16.51,1
8/24/23 20:30,16.47,1
8/24/23 20:35,16.47,1
8/24/23 20:40,16.43,1
8/24/23 20:45,16.43,1
8/24/23 20:50,16.39,1
8/24/23 20:55,16.39,1
8/24/23 21:00,16.39,1
8/24/23 21:05,16.43,1
8/24/23 21:10,16.43,1
8/24/23 21:15,16.47,1
8/24/23 21:20,16.47,1
8/24/23 21:25,16.43,1
8/24/23 21:30,16.47,1
8/24/23 21:35,16.43,1
8/24/23 21:40,16.43,1
8/24/23 21:45,16.39,1
8/24/23 21:50,16.39,1
8/24/23 21:55,16.3,1
8/24/23 22:00,16.34,1
8/24/23 22:05,16.3,1
8/24/23 22:10,16.3,1
8/24/23 22:15,16.26,1
8/24/23 22:20,16.26,1
8/24/23 22:25,16.17,1
8/24/23 22:30,16.26,1
8/24/23 22:35,16.21,1
8/24/23 22:40,16.21,1
8/24/23 22:45,16.17,1
8/24/23 22:50,16.17,1
8/24/23 22:55,16.17,1
8/24/23 23:00,16.08,1
8/24/23 23:05,16.08,1
8/24/23 23:10,16.04,1
8/24/23 23:15,16.04,1
8/24/23 23:20,16.04,1
8/24/23 23:25,16.04,1
8/24/23 23:30,16.04,1
8/24/23 23:35,16.04,1
8/24/23 23:40,16.04,1
8/24/23 23:45,16.13,1
8/24/23 23:50,16.13,1
8/24/23 23:55,16.13,1
8/25/23 0:00,16.13,1
8/25/23 0:05,16.21,1
8/25/23 0:10,16.3,1
8/25/23 0:15,16.3,1
8/25/23 0:20,16.39,1
8/25/23 0:25,16.39,1
